date,price,bedrooms,bathrooms,sqft_living,floors,yr_built,street,city,statezip
2014-05-12 00:00:00,235000.0,1.0,1.0,810,1.0,1941,9413 34th Ave SW,Seattle,WA 98126
2014-05-12 00:00:00,1200000.0,3.0,1.75,1560,1.5,1928,3603 W Mercer Way,Mercer Island,WA 98040
2014-05-12 00:00:00,560000.0,3.0,2.0,2560,1.0,1986,19211 SE 342nd St,Auburn,WA 98092
2014-05-12 00:00:00,900000.0,4.0,3.25,4700,2.0,1978,3709 131st Ave NE,Bellevue,WA 98005
2014-05-12 00:00:00,255000.0,2.0,1.0,1220,1.0,1910,3017 SW Hinds St,Seattle,WA 98126
2014-05-12 00:00:00,1575000.0,5.0,2.75,3650,1.0,1975,1216 86th Ave NE,Bellevue,WA 98004
2014-05-12 00:00:00,876650.0,3.0,3.25,2170,1.5,1928,4436-4446 W Mercer Way,Mercer Island,WA 98040
2014-05-12 00:00:00,540000.0,4.0,2.25,2540,1.0,1990,31907 NE 139th St,Duvall,WA 98019
2014-05-12 00:00:00,350000.0,2.0,1.0,910,1.5,1906,4430 Letitia Ave S,Seattle,WA 98118
2014-05-12 00:00:00,750000.0,4.0,2.5,2980,2.0,2000,16512 SE 64th Pl,Bellevue,WA 98006
2014-05-12 00:00:00,582000.0,4.0,1.75,2120,1.0,1951,9214 Cyrus Ave NW,Seattle,WA 98117
2014-05-12 00:00:00,1315000.0,4.0,3.5,3460,2.0,2004,2346 N 59th St,Seattle,WA 98103
2014-05-12 00:00:00,372500.0,5.0,3.0,2480,1.0,2004,5537 S 119th St,Seattle,WA 98178
2014-05-12 00:00:00,410000.0,3.0,2.25,2200,2.0,1987,21709 SE 255th Pl,Maple Valley,WA 98038
2014-05-12 00:00:00,360000.0,4.0,2.0,1730,1.0,1943,7953 14th Ave SW,Seattle,WA 98106
2014-05-12 00:00:00,1015000.0,3.0,2.5,2920,1.0,1954,5220 SW Pritchard St,Seattle,WA 98116
2014-05-12 00:00:00,225000.0,3.0,1.0,990,1.0,1966,16411 120th Ave SE,Renton,WA 98058
2014-05-12 00:00:00,647000.0,4.0,2.5,3040,2.0,1999,215 243rd Ave SE,Sammamish,WA 98074
2014-05-12 00:00:00,950000.0,5.0,3.0,4530,1.5,2003,20325 NE 198th St,Woodinville,WA 98077
2014-05-12 00:00:00,185000.0,3.0,1.5,1370,1.0,1961,2420 Dogwood St SE,Auburn,WA 98092
2014-05-12 00:00:00,335000.0,3.0,2.5,1940,2.0,2004,17217 Woodside Dr SE,Renton,WA 98058
2014-05-12 00:00:00,210000.0,3.0,2.5,1040,2.0,2004,5145 S Roxbury St,Seattle,WA 98118
2014-05-12 00:00:00,522000.0,4.0,2.25,1800,1.0,1980,11725 NE 102nd Pl,Kirkland,WA 98033
2014-05-12 00:00:00,770000.0,3.0,1.75,1720,1.0,1954,1614 33rd Ave,Seattle,WA 98122
2014-05-12 00:00:00,499950.0,3.0,1.0,980,1.0,1941,1733 NE 88th St,Seattle,WA 98115
2014-05-12 00:00:00,751000.0,4.0,2.5,3110,2.0,2004,11461-11577 172nd Ave NE,Redmond,WA 98052
2014-05-12 00:00:00,330000.0,5.0,3.0,2100,1.0,2013,1047-1099 S 130th St,Burien,WA 98168
2014-05-12 00:00:00,465000.0,3.0,1.5,2020,1.0,1956,11618 NE 65th St,Kirkland,WA 98033
2014-05-12 00:00:00,850000.0,4.0,1.75,2350,1.0,1961,8223 SE 71st St,Mercer Island,WA 98040
2014-05-12 00:00:00,947500.0,4.0,2.25,3290,1.5,1968,9202 SE 46th St,Mercer Island,WA 98040
2014-05-12 00:00:00,302000.0,5.0,2.25,2180,2.0,1986,26405 218th Ave SE,Maple Valley,WA 98038
2014-05-12 00:00:00,500000.0,2.0,2.25,1290,3.0,2007,5900 20th Ave NW,Seattle,WA 98107
2014-05-12 00:00:00,201000.0,3.0,1.0,1460,1.0,1969,30928 148th Ave SE,Kent,WA 98042
2014-05-12 00:00:00,265000.0,2.0,1.0,1290,2.0,2008,23549 NE 111th St,Redmond,WA 98053
2014-05-12 00:00:00,870300.0,4.0,2.5,2350,1.5,1910,4410 Burke Ave N,Seattle,WA 98103
2014-05-12 00:00:00,339000.0,3.0,1.0,1080,1.0,1955,20248 20th Ave NE,Shoreline,WA 98155
2014-05-12 00:00:00,690000.0,4.0,2.5,2670,2.0,1989,24127 SE 45th Pl,Issaquah,WA 98029
2014-05-12 00:00:00,788000.0,4.0,3.25,3680,2.0,2003,570 Wilderness Peak Dr NW,Issaquah,WA 98027
2014-05-12 00:00:00,315275.0,3.0,1.75,1440,1.0,1951,11521 22nd Ave NE,Seattle,WA 98125
2014-05-12 00:00:00,505000.0,4.0,1.75,1940,1.0,1922,414 14th Ave,Seattle,WA 98122
2014-05-12 00:00:00,368000.0,3.0,1.0,1280,1.0,1968,13222 NE 193rd Pl,Woodinville,WA 98072
2014-05-12 00:00:00,947500.0,3.0,2.75,2980,1.5,1917,Indian Trail,Burien,WA 98166
2014-05-12 00:00:00,156000.0,3.0,1.0,970,1.0,1959,29621 18th Ave S,Federal Way,WA 98003
2014-05-12 00:00:00,610000.0,4.0,3.0,2110,1.5,1930,9319 45th Ave SW,Seattle,WA 98136
2014-05-12 00:00:00,420000.0,2.0,2.5,1480,3.0,2009,8107 165th Ave NE,Redmond,WA 98052
2014-05-12 00:00:00,192000.0,2.0,1.0,700,1.0,1953,124 SW 185th St,Normandy Park,WA 98166
2014-05-12 00:00:00,910000.0,3.0,2.0,2700,1.0,1962,124 NE 61st St,Seattle,WA 98115
2014-05-12 00:00:00,1300000.0,4.0,3.25,2330,2.0,1918,731 McGilvra Blvd E,Seattle,WA 98112
2014-05-12 00:00:00,1346400.0,5.0,1.75,3380,1.0,1963,9640 NE 32nd St,Clyde Hill,WA 98004
2014-05-12 00:00:00,840000.0,4.0,2.75,2600,1.5,1936,2455 Queen Anne Ave N,Seattle,WA 98109
2014-05-12 00:00:00,300000.0,2.0,1.75,1360,1.0,1975,13730 2nd Ave NW,Seattle,WA 98177
2014-05-12 00:00:00,505000.0,4.0,2.5,2780,1.0,1978,9311 NE 142nd St,Kirkland,WA 98034
2014-05-12 00:00:00,110000.0,3.0,1.0,1250,1.0,1945,19693-19799 SE Maple Valley Hwy,Maple Valley,WA 98038
2014-05-12 00:00:00,746000.0,3.0,2.5,2620,2.0,1992,16580 SE 57th Pl,Bellevue,WA 98006
2014-05-12 00:00:00,211000.0,3.0,1.5,1350,1.0,1941,16251 12th Ave SW,Burien,WA 98166
2014-05-12 00:00:00,675000.0,4.0,3.0,2400,1.0,1964,618 NW 49th St,Seattle,WA 98107
2014-05-12 00:00:00,734200.0,4.0,2.5,2760,1.5,1928,950 NW 60th St,Seattle,WA 98107
2014-05-12 00:00:00,1225000.0,4.0,2.25,3070,1.0,1976,8434 W Mercer Way,Mercer Island,WA 98040
2014-05-12 00:00:00,615000.0,2.0,1.75,2040,1.5,1919,23014 Vashon Hwy SW,Vashon,WA 98070
2014-05-12 00:00:00,630000.0,4.0,2.0,1770,2.0,1911,3219 34th Ave W,Seattle,WA 98199
2014-05-12 00:00:00,1264000.0,4.0,3.75,3490,2.0,2012,10442 SE 13th St,Bellevue,WA 98004
2014-05-12 00:00:00,301500.0,2.0,1.5,830,2.0,2005,5650 Fauntleroy Way SW,Seattle,WA 98136
2014-05-12 00:00:00,369000.0,2.0,2.5,980,2.0,2009,1716 California Ave SW,Seattle,WA 98116
2014-05-12 00:00:00,635000.0,3.0,2.5,1570,3.0,2010,7815 Stroud Ave N,Seattle,WA 98103
2014-05-12 00:00:00,1033888.0,4.0,3.25,3270,2.0,2014,10774 155th Pl NE,Redmond,WA 98052
2014-05-12 00:00:00,383000.0,4.0,2.5,2160,2.0,2010,22442-22446 Southeast 281st Court,Maple Valley,WA 98038
2014-05-12 00:00:00,1050000.0,4.0,3.75,3280,2.0,2008,1313 4th St,Kirkland,WA 98033
2014-05-13 00:00:00,455000.0,4.0,2.5,3360,2.0,2001,18416 172nd Ct SE,Renton,WA 98058
2014-05-13 00:00:00,819900.0,5.0,2.75,3150,2.0,2013,8082-8160 142nd Ave NE,Redmond,WA 98052
2014-05-13 00:00:00,625000.0,3.0,3.5,1810,2.0,2009,512-598 21st Ave,Seattle,WA 98122
2014-05-13 00:00:00,651000.0,4.0,2.5,2740,2.0,1993,2476 239th Pl NE,Sammamish,WA 98074
2014-05-13 00:00:00,480000.0,5.0,4.75,3830,1.0,1976,18125 194th Ave NE,Woodinville,WA 98077
2014-05-13 00:00:00,757000.0,3.0,3.25,3190,2.0,2007,2065 NE Nelson Ln,Issaquah,WA 98029
2014-05-13 00:00:00,460000.0,3.0,2.25,2350,1.0,1977,15801 63rd Ave NE,Kenmore,WA 98028
2014-05-13 00:00:00,267345.0,4.0,2.25,2510,1.0,1972,2831 SW 327th St,Federal Way,WA 98023
2014-05-13 00:00:00,530000.0,2.0,2.0,1680,1.0,2006,23726 NE 134th Pl,Redmond,WA 98053
2014-05-13 00:00:00,449500.0,3.0,2.0,1770,1.0,1954,19293 Stone Ave N,Shoreline,WA 98133
2014-05-13 00:00:00,289000.0,3.0,1.0,1090,1.0,1981,4018 NE 6th Ct,Renton,WA 98056
2014-05-13 00:00:00,373000.0,5.0,2.5,3001,2.0,2006,25523 123rd Pl SE,Kent,WA 98030
2014-05-13 00:00:00,525000.0,5.0,3.0,2450,2.0,1994,7349 24th Ave NW,Seattle,WA 98117
2014-05-13 00:00:00,777000.0,3.0,3.25,3610,2.0,2003,18913 SE 63rd Pl,Issaquah,WA 98027
2014-05-13 00:00:00,550000.0,4.0,2.0,2250,1.0,1956,2448 137th Ave SE,Bellevue,WA 98005
2014-05-13 00:00:00,523000.0,3.0,1.5,1240,1.0,1957,1020 163rd Ave SE,Bellevue,WA 98008
2014-05-13 00:00:00,628000.0,4.0,2.0,2260,1.0,1958,8028 27th Ave NE,Seattle,WA 98115
2014-05-13 00:00:00,581000.0,4.0,1.75,2090,1.0,1963,7408 138th Pl NE,Redmond,WA 98052
2014-05-13 00:00:00,245000.0,5.0,1.75,2020,1.0,1962,10412 Aqua Way S,Seattle,WA 98168
2014-05-13 00:00:00,415000.0,3.0,1.75,1960,1.0,1911,4958 12th Ave S,Seattle,WA 98108
2014-05-13 00:00:00,1895000.0,5.0,2.25,3120,2.0,1969,9045 NE 40th Pl,Yarrow Point,WA 98004
2014-05-13 00:00:00,225000.0,3.0,1.5,1250,1.0,1967,1405 E Maple St,Kent,WA 98030
2014-05-13 00:00:00,287000.0,3.0,2.25,1490,1.0,1987,27020 NE Ring St,Duvall,WA 98019
2014-05-13 00:00:00,799200.0,6.0,3.0,2890,2.5,1906,420 Boylston Ave E,Seattle,WA 98102
2014-05-13 00:00:00,239950.0,3.0,1.0,1900,1.5,1942,36400-36452 51st Ave S,Auburn,WA 98001
2014-05-13 00:00:00,591000.0,3.0,1.75,1680,1.0,1922,1600-1608 25th Ave,Seattle,WA 98122
2014-05-13 00:00:00,700000.0,3.0,2.5,2030,2.0,1975,18307 NE 19th Pl,Bellevue,WA 98008
2014-05-13 00:00:00,475000.0,4.0,2.5,3740,1.0,2004,16700 SE 161st St,Renton,WA 98058
2014-05-13 00:00:00,575000.0,3.0,1.75,1580,1.0,1951,5461 S Othello St,Seattle,WA 98118
2014-05-13 00:00:00,771000.0,3.0,2.25,1780,1.5,1927,171 Lake Washington Blvd,Seattle,WA 98122
2014-05-13 00:00:00,155000.0,2.0,1.0,910,1.0,1943,4812 S Chicago St,Seattle,WA 98118
2014-05-13 00:00:00,550000.0,7.0,4.0,3440,2.0,1970,718 N 95th St,Seattle,WA 98103
2014-05-13 00:00:00,645000.0,3.0,2.5,1740,2.0,1975,1673 Rosemont Blvd,Bellevue,WA 98008
2014-05-13 00:00:00,464000.0,5.0,2.5,3400,1.0,1959,14700 Burke Ave N,Shoreline,WA 98133
2014-05-13 00:00:00,1050000.0,4.0,3.25,4400,2.0,2003,27747 SE 24th Way,Sammamish,WA 98075
2014-05-13 00:00:00,350000.0,3.0,2.5,2010,2.0,1977,10711 SW 111th Pl,Vashon,WA 98070
2014-05-13 00:00:00,591000.0,4.0,2.25,2710,2.0,1977,19615 182nd Ave NE,Woodinville,WA 98077
2014-05-13 00:00:00,2555000.0,4.0,2.5,5300,2.0,1923,4437 55th Ave NE,Seattle,WA 98105
2014-05-13 00:00:00,717000.0,3.0,1.5,1310,1.0,1956,7325 Earl Ave NW,Seattle,WA 98117
2014-05-13 00:00:00,225000.0,4.0,1.5,1950,1.5,1939,4030-4198 S 186th St,SeaTac,WA 98188
2014-05-13 00:00:00,225000.0,3.0,1.0,1040,1.0,1947,12446 21st Ave S,Seattle,WA 98168
2014-05-13 00:00:00,345000.0,3.0,1.75,1090,1.0,1968,12033 NE 136th Pl,Kirkland,WA 98034
2014-05-13 00:00:00,230000.0,2.0,0.75,650,1.0,1931,13540 Burke Ave N,Seattle,WA 98133
2014-05-13 00:00:00,385000.0,3.0,2.0,1480,1.0,1943,4115 SW 106th St,Seattle,WA 98146
2014-05-13 00:00:00,90000.0,2.0,1.0,790,1.0,1973,14710 122nd Pl NE,Kirkland,WA 98034
2014-05-13 00:00:00,860000.0,4.0,2.5,3560,1.0,1986,3883 112th Ave NE,Bellevue,WA 98004
2014-05-13 00:00:00,675000.0,4.0,2.5,3000,2.0,2006,11409 SE 71st Pl,Newcastle,WA 98056
2014-05-13 00:00:00,975000.0,4.0,2.5,3490,2.0,2000,4902 159th Pl SE,Bellevue,WA 98006
2014-05-13 00:00:00,780000.0,3.0,1.75,2340,1.0,1967,8421 SE 72nd Pl,Mercer Island,WA 98040
2014-05-13 00:00:00,370000.0,3.0,1.75,1650,1.0,1951,18015 25th Ave NE,Shoreline,WA 98155
2014-05-13 00:00:00,665000.0,3.0,2.0,1940,1.5,1944,324 NW 48th St,Seattle,WA 98107
2014-05-13 00:00:00,675000.0,5.0,3.0,3410,1.0,1968,2830 177th Ave NE,Redmond,WA 98052
2014-05-13 00:00:00,620000.0,3.0,1.0,1710,1.5,1909,6101-6149 Corliss Ave N,Seattle,WA 98103
2014-05-13 00:00:00,1105000.0,4.0,1.5,2740,2.0,1905,1707-1713 3rd Ave N,Seattle,WA 98109
2014-05-13 00:00:00,450000.0,3.0,2.75,1250,2.0,2010,2301 California Ave SW,Seattle,WA 98116
2014-05-13 00:00:00,450000.0,3.0,2.25,2450,1.0,1978,17081-17183 SE Wax Rd,Covington,WA 98042
2014-05-13 00:00:00,530000.0,3.0,1.75,1690,1.0,1958,2711 126th Ave SE,Bellevue,WA 98005
2014-05-13 00:00:00,635000.0,4.0,1.75,1950,1.0,1969,15018 NE 10th Pl,Bellevue,WA 98007
2014-05-13 00:00:00,580000.0,5.0,2.0,2290,1.0,1964,16541 NE 27th Pl,Bellevue,WA 98008
2014-05-13 00:00:00,1550000.0,5.0,3.25,3370,1.0,1982,8126-8196 Forest Ave SE,Mercer Island,WA 98040
2014-05-13 00:00:00,285000.0,3.0,1.0,1090,1.0,1973,16014 16th Ave SW,Burien,WA 98166
2014-05-13 00:00:00,375000.0,3.0,1.0,1190,1.0,1953,217 SW 191st St,Normandy Park,WA 98166
2014-05-13 00:00:00,1400000.0,5.0,4.25,3530,2.0,2001,2278 72nd Ave SE,Mercer Island,WA 98040
2014-05-13 00:00:00,560000.0,3.0,1.0,1440,2.0,1910,6206 Phinney Ave N,Seattle,WA 98103
2014-05-13 00:00:00,405000.0,4.0,1.75,2180,1.0,1956,16722 32nd Pl NE,Lake Forest Park,WA 98155
2014-05-13 00:00:00,413000.0,4.0,1.0,1410,1.0,1925,4118 32nd Ave SW,Seattle,WA 98126
2014-05-13 00:00:00,287600.0,3.0,2.5,1950,2.0,1990,4222 S 288th Pl,Auburn,WA 98001
2014-05-13 00:00:00,1680000.0,5.0,3.25,4860,2.0,1989,9250 SE 36th Pl,Mercer Island,WA 98040
2014-05-13 00:00:00,225000.0,3.0,1.0,1660,1.0,1963,29140 42nd Ave S,Auburn,WA 98001
2014-05-13 00:00:00,319000.0,3.0,1.0,1390,1.0,1968,15846 196th Pl NE,Woodinville,WA 98077
2014-05-13 00:00:00,322500.0,3.0,2.0,1350,1.0,1989,14405 274th Ct NE,Duvall,WA 98019
2014-05-13 00:00:00,570000.0,3.0,2.0,1530,1.0,1937,7741 22nd Ave NE,Seattle,WA 98115
2014-05-13 00:00:00,465000.0,3.0,1.5,1270,1.0,1950,3616 NE 65th St,Seattle,WA 98115
2014-05-13 00:00:00,435000.0,4.0,2.25,2140,2.0,2002,7125 Silent Creek Ave SE,Snoqualmie,WA 98065
2014-05-13 00:00:00,502000.0,4.0,2.5,2040,2.0,2012,7617 NE 201st Pl,Kenmore,WA 98028
2014-05-13 00:00:00,525000.0,3.0,3.5,2876,2.0,2007,12467 NE 171st Pl,Woodinville,WA 98072
2014-05-13 00:00:00,525000.0,3.0,2.5,1580,2.0,2008,213 26th Ave E,Seattle,WA 98112
2014-05-13 00:00:00,660000.0,4.0,3.5,3400,2.0,2012,9314 Ash Ave SE,Snoqualmie,WA 98065
2014-05-13 00:00:00,870000.0,4.0,2.5,3520,2.5,2006,7921 45th Ave SW,Seattle,WA 98136
2014-05-13 00:00:00,650000.0,4.0,2.5,2210,2.0,2013,615 NW 92nd St,Seattle,WA 98117
2014-05-13 00:00:00,505000.0,4.0,2.5,2790,2.0,2009,5138 NE 8th St,Renton,WA 98059
2014-05-13 00:00:00,330000.0,3.0,2.5,1450,1.0,2007,6544 18th Ave SW,Seattle,WA 98106
2014-05-14 00:00:00,385000.0,4.0,1.75,1620,1.0,1947,10037 Interlake Ave N,Seattle,WA 98133
2014-05-14 00:00:00,306000.0,3.0,1.5,1220,3.0,2007,353 N 105th St,Seattle,WA 98133
2014-05-14 00:00:00,546000.0,3.0,1.75,2000,1.0,1921,7730 33rd Ave NW,Seattle,WA 98117
2014-05-14 00:00:00,925000.0,4.0,2.5,2190,2.5,1958,3446 77th Ave SE,Mercer Island,WA 98040
2014-05-14 00:00:00,542000.0,4.0,1.75,1900,1.0,1955,3810 145th Ave SE,Bellevue,WA 98006
2014-05-14 00:00:00,800000.0,3.0,1.0,1700,1.5,1906,1109 32nd Ave,Seattle,WA 98122
2014-05-14 00:00:00,620000.0,5.0,2.5,2540,2.0,1929,7558 32nd Ave NW,Seattle,WA 98117
2014-05-14 00:00:00,175000.0,2.0,1.0,1170,1.0,1911,921 S 223rd St,Des Moines,WA 98198
2014-05-14 00:00:00,740000.0,5.0,5.0,5774,1.0,1984,28511 10th Ave S,Federal Way,WA 98003
2014-05-14 00:00:00,345000.0,3.0,2.25,2120,2.0,1984,14319 165th Pl SE,Renton,WA 98059
2014-05-14 00:00:00,510000.0,3.0,1.75,2170,1.0,1986,721 222nd Pl NE,Sammamish,WA 98074
2014-05-14 00:00:00,530000.0,4.0,2.75,2450,1.0,1974,404 SW 197th St,Normandy Park,WA 98166
2014-05-14 00:00:00,155000.0,2.0,1.0,700,1.0,1952,475-547 Monroe Ave NE,Renton,WA 98056
2014-05-14 00:00:00,266000.0,3.0,2.5,1780,1.0,1986,26205 119th Dr SE,Kent,WA 98030
2014-05-14 00:00:00,257200.0,3.0,2.0,1850,1.0,1952,200 Pike St SE,Auburn,WA 98002
2014-05-14 00:00:00,265000.0,3.0,2.0,1570,1.0,1998,11549 SE 319th Pl,Auburn,WA 98092
2014-05-14 00:00:00,372220.0,3.0,1.0,1290,1.0,1951,4607 SW Cloverdale St,Seattle,WA 98136
2014-05-14 00:00:00,337500.0,5.0,2.0,1700,1.0,1956,6000-6048 22nd Ave S,Seattle,WA 98108
2014-05-14 00:00:00,582500.0,2.0,1.5,1159,1.0,1948,4254 33rd Ave W,Seattle,WA 98199
2014-05-14 00:00:00,489200.0,3.0,2.75,1850,1.5,1965,8622 NE 139th St,Kirkland,WA 98034
2014-05-14 00:00:00,405100.0,2.0,1.0,840,1.0,1947,2901 W Elmore St,Seattle,WA 98199
2014-05-14 00:00:00,372977.0,3.0,2.5,1690,2.0,2014,2500 Mulberry Walk NE,Issaquah,WA 98029
2014-05-14 00:00:00,310000.0,3.0,1.0,1050,1.0,1953,18527 Kenlake Pl NE,Kenmore,WA 98028
2014-05-14 00:00:00,538000.0,3.0,1.75,1400,1.5,1904,6917 28th Ave NW,Seattle,WA 98117
2014-05-14 00:00:00,1400000.0,3.0,2.5,2550,2.0,1981,316 Lake Washington Blvd S,Seattle,WA 98144
2014-05-14 00:00:00,317000.0,3.0,2.5,1840,2.0,2012,21560 SE 275th Ct,Maple Valley,WA 98038
2014-05-14 00:00:00,702500.0,3.0,1.5,2360,2.0,1926,2145 N 88th St,Seattle,WA 98103
2014-05-14 00:00:00,565000.0,4.0,2.5,2240,2.0,1989,13547 SE 83rd St,Newcastle,WA 98059
2014-05-14 00:00:00,723000.0,4.0,2.5,2700,2.0,2004,2363 30th Ave NE,Issaquah,WA 98029
2014-05-14 00:00:00,766950.0,3.0,2.5,3030,1.5,1992,15905 Saybrook Dr NE,Woodinville,WA 98077
2014-05-14 00:00:00,682000.0,3.0,1.75,1830,1.5,1903,322 16th Ave,Seattle,WA 98122
2014-05-14 00:00:00,325000.0,3.0,2.5,2220,2.0,1990,11909 SE 228th Pl,Kent,WA 98031
2014-05-14 00:00:00,543000.0,3.0,2.5,2090,1.0,1962,14836 Densmore Ave N,Shoreline,WA 98133
2014-05-14 00:00:00,525000.0,3.0,1.75,1600,1.5,1924,7557 35th Ave NE,Seattle,WA 98115
2014-05-14 00:00:00,364000.0,4.0,1.75,2010,1.0,1957,16501-16515 Carlyle Hall Rd N,Shoreline,WA 98133
2014-05-14 00:00:00,394475.0,2.0,1.0,830,1.0,1955,8715 17th Ave NW,Seattle,WA 98117
2014-05-14 00:00:00,316000.0,4.0,2.5,2010,2.0,1995,1522 55th Ct SE,Auburn,WA 98092
2014-05-14 00:00:00,339950.0,3.0,1.0,1050,1.5,1906,1807 17th Ave S,Seattle,WA 98144
2014-05-14 00:00:00,486000.0,4.0,2.5,2150,1.0,1978,5242 336th Ave SE,Fall City,WA 98024
2014-05-14 00:00:00,160000.0,3.0,1.0,860,1.0,1963,27204 116th Pl SE,Kent,WA 98030
2014-05-14 00:00:00,930000.0,3.0,2.5,3100,1.0,1954,1456 NW 185th St,Shoreline,WA 98177
2014-05-14 00:00:00,139000.0,3.0,1.0,1100,1.0,1978,33610 51st Ave S,Auburn,WA 98001
2014-05-14 00:00:00,562000.0,3.0,1.5,1830,1.0,1957,920 163rd Ave SE,Bellevue,WA 98008
2014-05-14 00:00:00,299000.0,2.0,1.75,1250,1.0,1950,1400 S 359th St,Federal Way,WA 98003
2014-05-14 00:00:00,511000.0,3.0,2.5,1820,2.0,2005,14800-14822 88th Ave NE,Kenmore,WA 98028
2014-05-14 00:00:00,499000.0,3.0,2.0,2090,1.5,1959,30004 SE Lake Retreat S Dr,Ravensdale,WA 98051
2014-05-14 00:00:00,356000.0,3.0,3.5,2100,2.0,1980,14937 57th Ave S,Tukwila,WA 98168
2014-05-14 00:00:00,470000.0,4.0,2.5,2310,2.0,1991,14923 280th Pl NE,Duvall,WA 98019
2014-05-14 00:00:00,715000.0,4.0,2.25,2060,1.0,1941,3305 39th Ave W,Seattle,WA 98199
2014-05-14 00:00:00,1120000.0,4.0,2.25,4470,2.0,1988,14235 160th Ave NE,Woodinville,WA 98072
2014-05-14 00:00:00,458000.0,3.0,1.0,1660,1.0,1940,2000 NE 113th St,Seattle,WA 98125
2014-05-14 00:00:00,966000.0,5.0,4.5,3810,2.0,2008,2033 211th Pl SE,Sammamish,WA 98075
2014-05-14 00:00:00,305495.0,3.0,1.75,2110,2.0,1966,14244 140th Ave SE,Renton,WA 98059
2014-05-14 00:00:00,543000.0,2.0,2.0,2370,1.5,1992,11400-11598 SE 114th Pl,Issaquah,WA 98027
2014-05-14 00:00:00,340000.0,3.0,2.25,1970,2.0,1997,504 Shelton Ct NE,Renton,WA 98056
2014-05-14 00:00:00,633100.0,4.0,2.5,2470,2.0,1993,26021 NE 25th St,Redmond,WA 98053
2014-05-14 00:00:00,310000.0,3.0,1.0,1480,1.0,1952,1909 N 195th St,Shoreline,WA 98133
2014-05-14 00:00:00,349950.0,5.0,3.0,2257,1.0,2005,3755 S 168th St,SeaTac,WA 98188
2014-05-14 00:00:00,267800.0,2.0,1.0,700,1.0,1949,16824 11th Pl NE,Shoreline,WA 98155
2014-05-14 00:00:00,234000.0,4.0,2.0,1630,1.0,1975,10872 SE 318th Pl,Auburn,WA 98092
2014-05-14 00:00:00,740000.0,4.0,2.5,3430,2.0,2000,13622 NE 136th Pl,Kirkland,WA 98034
2014-05-14 00:00:00,607500.0,5.0,1.75,2220,1.5,1923,3047 21st Ave W,Seattle,WA 98199
2014-05-14 00:00:00,223000.0,3.0,1.75,1340,1.0,1973,16 R Pl NE,Auburn,WA 98002
2014-05-14 00:00:00,400000.0,2.0,1.0,980,1.0,1918,6520-6588 8th Ave NW,Seattle,WA 98117
2014-05-14 00:00:00,802000.0,3.0,2.5,2580,2.0,1986,6133 147th Pl NE,Redmond,WA 98052
2014-05-14 00:00:00,253000.0,4.0,2.5,2230,2.0,2006,24217 181st Pl SE,Covington,WA 98042
2014-05-14 00:00:00,1058000.0,4.0,2.0,2290,1.0,1955,10441 SE 24th Pl,Bellevue,WA 98004
2014-05-14 00:00:00,300000.0,3.0,1.0,1260,1.0,1946,2559 NE 98th St,Seattle,WA 98115
2014-05-14 00:00:00,625000.0,4.0,2.75,1680,1.0,1966,15924 NE 53rd St,Redmond,WA 98052
2014-05-14 00:00:00,707000.0,4.0,3.25,3200,2.0,2004,26054 SE 23rd Pl,Sammamish,WA 98075
